"11","11","[{""situation"":1,""level"":4,""description"":""花豆特别适合气虚体质的人吃，准妈妈怀胎生产，身体可能会比较虚，因此孕期吃花豆，是个不错的选择。花豆与肉类一块蒸着吃比较好。""},{""situation"":2,""level"":4,""description"":""花豆很适合体质虚弱的人吃，月子妈妈刚刚生产，身体一般比较虚弱，吃花豆是个不错的选择。""},{""situation"":3,""level"":4,""description"":""花豆是很好的食材，将花豆用水浸泡30分钟左右，去外皮即可随意烹调，或者用清水将豆煮到手能摄碎，然后去浊水后蒸煮排骨、鸡、鸭等。""},{""situation"":4,""level"":4,""description"":""花豆有健脾开胃和增强食欲的作用，还具有补血补钙的功效，促排和试管期间都可食用，但是注意什么都要适量！""}]",,"17/12/2018 18:21:53"
"12","12","[{""situation"":1,""level"":3,""description"":""黑豆营养价值高，有益脾补肾、美容养颜、抗衰老的功能，不过过量食用可能出现胀气现象，建议准妈妈慎吃。""},{""situation"":2,""level"":3,""description"":""黑豆营养价值高，产妇在坐月子时可以用黑豆打豆浆喝，不过不宜过量食用，以免出现胀气现象。""},{""situation"":3,""level"":3,""description"":""黑豆营养价值高，还有益脾补肾、美容养颜、抗衰老的功能，但过量食用可能会出现胀气不适。""},{""situation"":4,""level"":3,""description"":""黑豆营养丰富，促排期间多吃黑豆；黑豆还有有益脾补肾、美容养颜、抗衰老的功能，移植后仍可食用，但过量食用可能会出现胀气不适。""}]",,"17/12/2018 18:21:53"
"13","13","[{""situation"":1,""level"":4,""description"":""准妈妈可以适量食用糯米，糯米营养丰富，对脾胃虚寒所致的反胃、食欲减少、泄泻和气虚引起的汗虚、气短无力、妊娠腹坠胀等症都有缓解作用。但应注意，糯米含糖比较高，建议准妈妈不要多吃。""},{""situation"":2,""level"":4,""description"":""糯米富含铁元素，很适合坐月子食用，有一定的补血功效，新妈妈可以适量吃些。但由于糯米不利于消化，建议不要多吃。""},{""situation"":3,""level"":4,""description"":""糯米很适合哺乳妈妈食用，它对脾胃虚寒所致的反胃、食欲减少、泄泻和气虚引起的汗虚、气短无力等症都有缓解治疗的作用。不过不能多吃，以免引起消化不良。""},{""situation"":4,""level"":3,""description"":""糯米对脾胃虚寒所致的反胃、食欲减少、泄泻和气虚引起的汗虚、气短无力等症都有缓解治疗的作用，糯米营养丰富但却不易消化，应尽量少吃，促排期间和移植后都应该3""}]",,"17/12/2018 18:21:53"
"14","14","[{""situation"":1,""level"":4,""description"":""小麦是粗粮，准妈妈可以吃小麦。小麦胚芽是准妈妈不错的饮食选择，它富含不饱和脂肪酸、B族维生素和维生素E，可预防早产流产，延缓妊娠纹产生。""},{""situation"":2,""level"":4,""description"":""小麦胚芽富含不饱和脂肪酸、B族维生素和维生素E，新妈妈可适量食用。""},{""situation"":3,""level"":4,""description"":""小麦胚芽是母乳妈妈不错的选择，富含不饱和脂肪酸、B族维生素和维生素E，可以提升乳汁质量，母乳妈妈可适量食用。""},{""situation"":4,""level"":4,""description"":""小麦是粗粮，可以吃，小麦胚芽是孕期妇女不错的饮食选择，它富含不饱和脂肪酸、B族维生素和维生素E，可预防早产流产，延缓妊娠纹产生，做试管选择小麦胚芽油还有增强机体抵抗力。""}]",,"17/12/2018 18:21:53"
"15","15","[{""situation"":1,""level"":3,""description"":""燕麦含有丰富的B族维生素和膳食纤维，能够补充维生素和预防便秘，但燕麦有滑肠和下行之力，会加重腹泻或是导致流产，准妈妈慎吃。""},{""situation"":2,""level"":4,""description"":""燕麦有润肠通便的功效，产妇分娩后都会出现一定程度的产后便秘，因此在坐月子期间吃一些燕麦能缓解产后便秘。但是，月子期间虽然能吃燕麦，也要注意保持饮食清淡营养充足，燕麦量不可摄入过多，以免造成胃痉挛或是胀气。""},{""situation"":3,""level"":4,""description"":""哺乳期妈妈是可以吃燕麦的，但最好适量。燕麦营养丰富，不过很难咀嚼。燕麦片一般分两种：免煮的和需要煮的，购买时要注意看清食用方法。""},{""situation"":4,""level"":"""",""description"":""""}]",,"17/12/2018 18:21:53"
"16","16","[{""situation"":1,""level"":4,""description"":""准妈妈可以将大米制作成米饭或煮粥，作为主食实用。""},{""situation"":2,""level"":4,""description"":""大米非常适合产妇食用。用大米熬制的米粥口感细腻、容易消化，对肠胃虚弱的产妇来说是非常好的食物。""},{""situation"":3,""level"":4,""description"":""大米可提供一定的营养物质，母乳妈妈可以将大米作为主食食用。""},{""situation"":4,""level"":4,""description"":""大米中所含淀粉颗粒小，口感柔软细腻，容易消化，比其他谷物更适合人体肠胃。""}]",,"17/12/2018 18:21:53"
"17","17","[{""situation"":1,""level"":4,""description"":""准妈妈可以吃馄饨，但建议不要吃太咸，少放盐，馅料也要选择孕期能吃的。""},{""situation"":2,""level"":4,""description"":""坐月子期间，饮食宜清淡以增加食欲。新妈妈可以吃混沌，但馅料要选择月子里能吃的。""},{""situation"":3,""level"":4,""description"":""因为馄饨是面粉做的，对哺乳是没有影响的，只要包上适合的馅料，哺乳期妈妈就能放心吃。""},{""situation"":4,""level"":4,""description"":""促排期间可以吃馄饨，移植后也可以吃馄饨，但是注意不要吃太咸，所以做试管期间都是可以吃馄饨的。""}]",,"17/12/2018 18:21:53"
"18","18","[{""situation"":1,""level"":4,""description"":""准妈妈可以吃饺子，但要注意馅料要选择孕期能吃的。饺子皮不易消化，胃肠道吸收有障碍的准妈妈不宜过多食用。""},{""situation"":2,""level"":4,""description"":""产妇可以吃饺子，但注意馅料要选择产后可以吃的。""},{""situation"":3,""level"":4,""description"":""哺乳期是可以吃饺子的，但在饺子馅儿的选择上要慎重，注意营养均衡。""},{""situation"":4,""level"":3,""description"":""促排期间吃饺子可以选择高蛋白的馅儿，但是芹菜和韭菜馅儿的就不要吃了；移植后吃饺子，饺子皮不易消化，胃肠道吸收有障碍的女性不宜过多食用，所以做试管期间吃饺子要慎重选择，适量选择不要过多了！""}]",,"17/12/2018 18:21:53"
"19","19","[{""situation"":1,""level"":4,""description"":""准妈妈可以吃面粉。孕早期许多准妈妈容易食欲不佳，偏食，呕吐等，导致营养吸收较差，这时可适当食用面粉类食物以补充蛋白质。""},{""situation"":2,""level"":4,""description"":""面粉是月子期间不错的选择，其中富含不饱和脂肪酸、B族维生素和维生素E，月子妈妈可适量食用。""},{""situation"":3,""level"":4,""description"":""面粉富含不饱和脂肪酸、B族维生素和维生素E，哺乳妈妈可适量食用。""},{""situation"":4,""level"":4,""description"":""面食属于比较容易消化的食物，促排期间吃面食补充蛋白质，移植后吃面食有利于消化，能有效减缓便秘，所以试管期间可以吃面粉类的食物。""}]",,"17/12/2018 18:21:53"
"20","20","[{""situation"":1,""level"":4,""description"":""绿豆有清热、利水、解毒、抗菌、降血脂作用，丰富的氨基酸，还可以增进食欲，帮助消化，促进蛋白质的吸收与利用。不过，绿豆性寒，准妈妈不宜过多食用。""},{""situation"":2,""level"":3,""description"":""绿豆有祛湿利水的作用，可以减轻水肿症状，但是绿豆偏寒，不利于恶露排除，不适合产后体虚的新妈妈过量食用。建议食用温补的食物，有利于身体恢复，脾胃虚寒、腹泻者需忌食。""},{""situation"":3,""level"":4,""description"":""绿豆的食用方法很多。制成绿豆芽用作蔬菜，炒食、凉拌或煮粥，老少皆宜。绿豆加水煮成绿豆汤，是夏季解暑降温的上佳饮品。绿豆可与大米、小米等谷物混合煮粥食用。""},{""situation"":4,""level"":3,""description"":""促排期间考虑是可以食用绿豆的，绿豆营养丰富能增进食欲，帮助消化，但是绿豆性寒尽量少用；移植后，就可以放心食用绿豆了，适量就好。""}]",,"17/12/2018 18:21:53"
"21","21","[{""situation"":1,""level"":1,""description"":""薏米性微寒，对子宫有兴奋作用，多吃容易造成流产，尤其是孕早期三个月准妈妈不能吃薏米。""},{""situation"":2,""level"":3,""description"":""薏米富含蛋白质和膳食纤维，有活血、消水肿的作用，产后适量服用有助于子宫复原、瘦身。但建议产完三周后再吃，薏米性微寒，且有些人吃薏米会有不良反应，所以应慎食。""},{""situation"":3,""level"":4,""description"":""哺乳妈妈能够吃薏米，薏米含有抗癌物质，可以有效抵御癌症。薏米也是一种养颜食材，常食可以润泽肌肤。薏米可做成粥、饭、汤食用，尤其对于老弱病残者更适宜，是很好的健康食疗原料。""},{""situation"":4,""level"":1,""description"":""薏米性寒，利尿化血，促排期间不可食用；移植后不利于胚胎着床更是不可食用，所以做试管期间是不可食用薏米的！""}]",,"17/12/2018 18:21:53"
"22","22","[{""situation"":1,""level"":4,""description"":""准妈妈可以适量吃高粱。高粱属于粗粮，富含膳食纤维，有利于排便，可以防治便秘。孕期里饮食注意粗细搭配，对胎儿和准妈妈自己都好。""},{""situation"":2,""level"":4,""description"":""产后适量食用高粱等粗粮，需注意饮食粗细搭配，可以防治便秘，补充体力，缓解疲劳，帮助产妇身体尽快复原。""},{""situation"":3,""level"":4,""description"":""高粱属于粗粮，营养价值比较高，哺乳妈妈可以适量食用，煮粥就是不错的选择。""},{""situation"":4,""level"":4,""description"":""高粱营养丰富，对肠胃功能也有调养作用，促排期间可以选择吃些高粱；高粱属于粗粮，富含膳食纤维，有利于排便，可以防治移植后的便秘，所以试管期间可以吃高粱，但是还是要适量不可过多食用！""}]",,"17/12/2018 18:21:53"
"23","23","[{""situation"":1,""level"":4,""description"":""青稞是藏族人民的传统食品，准妈妈可以吃。将青稞与豌豆掺合制做糌粑，营养价值不低于其他谷类。不过，消化系统不好的准妈妈要少吃。""},{""situation"":2,""level"":4,""description"":""青稞对坐月子的女性来说是非常好的补钙食品，能够增强人体免疫力，调节生理规律，但消化系统不好的新妈妈一定要适量食用。""},{""situation"":3,""level"":4,""description"":""哺乳期妈妈可以将青稞与豌豆掺合制做糌粑食用，营养价值不低于其他谷类，还可以增强抵抗力，补充多种营养。""},{""situation"":4,""level"":4,""description"":""促排期间，将青稞与豌豆掺合制做糌粑，营养价值不低于其他谷类；移植后，吃青稞营养丰富能够提供足够的热量和营养，消化系统不好的女性要少吃，所以试管期间是可以吃青稞。""}]",,"17/12/2018 18:21:53"
"24","24","[{""situation"":1,""level"":4,""description"":""芸豆是一种温和的食物，对肠胃有好处，准妈妈可以适当吃，孕妇炒食时务必将芸豆用文火煨煸，烧熟煮透。倘若半生半食吃，往往会引起头昏、恶心、呕吐等。""},{""situation"":2,""level"":4,""description"":""芸豆和红小豆、干豌豆等的营养价值接近，月子里能适量吃芸豆。""},{""situation"":3,""level"":4,""description"":""哺乳期能吃芸豆，但不宜吃太多，过量则易造成腹胀。另外，芸豆生吃会引起拉肚子、呕吐，因此务必煮透才吃。""},{""situation"":4,""level"":4,""description"":""芸豆是一种温和的食物含有丰富蛋白质，促排期间可以吃芸豆；移植后就要适量了，吃多了容易引起腹胀，增加肠胃压力，所以说试管期间吃芸豆要适量选择！""}]",,"17/12/2018 18:21:53"
"25","25","[{""situation"":1,""level"":4,""description"":""每100克黄豆含钙367毫克，是准妈妈补钙的理想食品。黄豆可炖汤，也可以打成豆浆喝。""},{""situation"":2,""level"":4,""description"":""黄豆营养价值很高，是膳食优质蛋白的重要来源，此外黄豆制品如豆腐、豆腐丝等富含钙，是月子里补钙的理想食品之一。""},{""situation"":3,""level"":4,""description"":""黄豆营养价值很高，富含多种营养物质，如钙、铁等，是哺乳妈妈理想的食品。""},{""situation"":4,""level"":4,""description"":""黄豆属于高蛋白的东西，促排期间可以多吃；移植后，吃黄豆有益于雌激素的分泌，所以试管期间是可以吃黄豆的！""}]",,"17/12/2018 18:21:53"
"26","26","[{""situation"":1,""level"":4,""description"":""准妈妈可以吃蚕豆，但是不能生吃。此外，对蚕豆过敏者不要吃。""},{""situation"":2,""level"":4,""description"":""蚕豆富含多种营养物质，产妇适量食用蚕豆，有利于身体恢复，不过要注意，对蚕豆过敏者不要吃。""},{""situation"":3,""level"":4,""description"":""母乳妈妈可以吃蚕豆，可以改善乳汁质量，对母乳妈妈自身和对宝宝的发育都有利。""},{""situation"":4,""level"":4,""description"":""试管期间吃蚕豆有益于补充钙和蛋白质，蛋白质对促排阶段很重要；移植后吃蚕豆吸收多种维生素，对身体有很多好处，所以试管期间是可以吃蚕豆的，但是对蚕豆有过敏反应的女性禁止食用！""}]",,"17/12/2018 18:21:53"
"27","27","[{""situation"":1,""level"":4,""description"":""糯米营养丰富，不过不易消化，准妈妈应适量吃，一次不要吃太多，吃多了不消化，肠胃会难受。""},{""situation"":2,""level"":4,""description"":""坐月子可以适当吃糯米粉，以补充营养，但由于产后妈妈肠胃功能比较弱，注意不要吃太多，不利于消化。""},{""situation"":3,""level"":4,""description"":""糯米粉比较适合哺乳期的妈妈食用，糯米粉可以加工成各种食物，不过注意不要油炸，防止上火。""},{""situation"":4,""level"":4,""description"":""糯米比较柔黏，所含的淀粉难以消化，脾胃虚弱者不宜多食，促排期间和移植后都可食用，只是不宜过多食用，适量就好！""}]",,"17/12/2018 18:21:54"
"28","28","[{""situation"":1,""level"":4,""description"":""香米香气诱人，易于消化吸收，准妈妈是可以吃的，煮成米饭或煮成粥都是不错的方式。""},{""situation"":2,""level"":4,""description"":""月子里可以吃香米。香米香气诱人，能够增进新妈妈的食欲，新妈妈吃香米可以煮成米饭也可以煮成粥。""},{""situation"":3,""level"":4,""description"":""香米营养丰富，有增进食欲的功效，新妈妈适量食用可以提升奶水质量，有利于宝宝生长发育。""},{""situation"":4,""level"":4,""description"":""香米含有碳水化合物，提供人体所需能量；含有丰富蛋白质、维生素和微量元素，促排期间食用是非常有利的；移植后，香米煮成粥能有效缓解移植后肠胃的不适感，所以试管期间香米是可以食用的！""}]",,"17/12/2018 18:21:54"
"29","29","[{""situation"":1,""level"":4,""description"":""红薯粉口感爽滑，准妈妈可以适量食用。红薯粉的主要成分是淀粉，所含能量较大，为避免能量过剩，准妈妈食用红薯粉的同时，要相应减少其他主食量。""},{""situation"":2,""level"":4,""description"":""红薯粉口感爽滑，新妈妈可以适量食用，有利于肠道蠕动，缓解便秘。""},{""situation"":3,""level"":4,""description"":""母乳妈妈可以吃红薯粉。食用红薯粉可以根据个人喜好，泡水凉拌或煮熟或炒吃。""},{""situation"":4,""level"":4,""description"":""红薯粉没多大营养，适量吃就好了，多吃点有营养的补充身体。""}]",,"17/12/2018 18:21:54"
"30","30","[{""situation"":1,""level"":3,""description"":""红薯含有膳食纤维、胡萝卜素、维生素A、B、C、E及钾、铁、铜、硒、钙等，营养价值很高，是世界卫生组织评选出来的“十大最佳蔬菜”的冠军。但是孕期不宜多吃红薯，否则会造成烧心、打嗝、排气等不适症状。""},{""situation"":2,""level"":4,""description"":""红薯能补脾益气，宽肠通便，生津止渴，坐月子的妈妈可以吃。但红薯一定要蒸熟煮透再吃，因为红薯中的淀粉颗粒不经高温糊化，难以消化。""},{""situation"":3,""level"":4,""description"":""哺乳妈妈能吃红薯，红薯中含有丰富的膳食纤维，能促进肠胃蠕动，帮助妈妈消化吸收体内的营养元素，而且红薯中富含钾元素，能帮助妈妈维持正常的血压和心脏功能。不过，吃红薯一定要蒸熟煮透再吃，因为红薯中的淀粉颗粒不经高温糊化，难以消化，不宜多吃。""},{""situation"":4,""level"":4,""description"":""红薯富含膳食纤维和多种维生素，矿物质含量也很突出，但要注意一次不要吃太多，否则会引起腹胀、打嗝、排气等不适。""}]",,"17/12/2018 18:21:54"
"31","31","[{""situation"":1,""level"":4,""description"":""准妈妈能吃通心粉。通心粉易于消化吸收，有改善贫血、增强免疫力、平衡营养吸收等功效。""},{""situation"":2,""level"":4,""description"":""月子里吃通心粉可以补充磷，帮助体内蛋白质，葡萄糖，脂肪的代谢，促进身体对营养的吸收消化，维持神经活动的正常，保持活力，减轻生产后抑郁的现象，平缓心情。""},{""situation"":3,""level"":4,""description"":""哺乳期给宝宝喂奶，会耗费营养，吃通心粉可以补充营养，强身健体，还可保证乳汁的健康营养，促进宝宝吃母乳后的健康发育。""},{""situation"":4,""level"":4,""description"":""通心粉易于消化吸收，有改善贫血、增强免疫力、平衡营养吸收等功效，但食用任何东西都要适量。""}]",,"17/12/2018 18:21:54"
"32","32","[{""situation"":1,""level"":3,""description"":""油条属于营养价值低、不易消化的食品，不符合产妇的饮食要求，准妈妈最好不要吃。""},{""situation"":2,""level"":3,""description"":""月子里饮食要选配得当，避免进食有刺激及不易消化的食物。而油条属于营养价值低、不易消化的食品，不符合产妇的饮食要求，难以起到补充多种营养素的作用。""},{""situation"":3,""level"":3,""description"":""油条属于营养价值低、不易消化的食品，哺乳妈妈要尽量避免食用。""},{""situation"":4,""level"":3,""description"":""有条属于油炸食品，不易消化、营养极差，而且里面加有明矾，还是尽量少吃。""}]",,"17/12/2018 18:21:54"
"33","33","[{""situation"":1,""level"":4,""description"":""面条易于消化吸收，准妈妈可以放心吃，但不建议往里面加入刺激性的食物相搭配哦！""},{""situation"":2,""level"":4,""description"":""月子妈妈吃面条时应该煮得软烂一些，这样更易于消化吸收。""},{""situation"":3,""level"":4,""description"":""面条也是碳水化合物的主要来源之一，哺乳期的女性吃面条能改善气血，促进血液循环，帮助恢复产后健康，且易咀嚼好消化。""},{""situation"":4,""level"":4,""description"":""面条易于消化吸收，做试管的人可以放心吃，且不要吃得太硬，但不建议往里面加入刺激性的食物相搭配哦！""}]",,"17/12/2018 18:21:54"
"34","34","[{""situation"":1,""level"":4,""description"":""馒头是由谷类作物加工而成的，其营养成分根据不同的原材料存在一定的差异。通常，馒头中所含的B族维生素对帮助准妈妈缓解疲劳、补充体能有帮助，对预防胎儿出生后的神经炎症等疾病也有一定裨益。孕晚期，在控制增重的前提下，适当增加碳水化合物的摄入，对补充体能、增加产能也是有帮助的。""},{""situation"":2,""level"":4,""description"":"" 馒头中富含维生素B1、维生素B6、维生素B12等物质，能帮助妈妈消除疲劳，补充体力。妈妈还可以尝试一些花样馒头，如红枣花馒头、奶香馒头等，既能促进产后妈妈的食欲，又有利于产后妈妈的身体恢复。""},{""situation"":3,""level"":4,""description"":""馒头是哺乳期妈妈获取碳水化合物的主要来源之一，馒头营养丰富，可补充能量、改善营养不良，还可改善乳汁质量，促进宝宝骨骼和神经系统发育，哺乳期妈妈可以适量食用。""},{""situation"":4,""level"":4,""description"":""馒头是面粉经发酵制成，通常，馒头中所含B族维生素、碳水化合物对补充体能有帮助，对预防胎儿出生后的神经炎症等疾病也有一定裨益，易于消化吸收，可以食用。""}]",,"17/12/2018 18:21:54"
"35","35","[{""situation"":1,""level"":3,""description"":""米粉易于消化吸收，准妈妈可以适量食用，但市面上购买的米粉可能有不良添加剂，例如明矾等，所以建议尽量少吃。""},{""situation"":2,""level"":3,""description"":""米粉易于消化吸收，但它可能含有不良添加剂，例如明矾，建议坐月子的妈妈尽量少吃。""},{""situation"":3,""level"":4,""description"":""米粉易于消化吸收，但要注意选购，市面上购买的米粉可能有不良添加剂，例如明矾。为了健康着想，建议哺乳妈妈适量食用。""},{""situation"":4,""level"":3,""description"":""米粉易于消化吸收，准妈妈可以适量食用，但市面上购买的米粉可能有不良添加剂，例如明矾等，所以建议尽量少吃。""}]",,"17/12/2018 18:21:54"
